label,claim,model,readability,word_pos,claim_id,binary_label
FC,4580 فَكَّر_verb 1 GPT4 فكر داروين في التطور الطبيعي للأنواع يعتبر,أساسًا,,البيولوجيا,,correct
FI,7301 سَفِير_noun 3 ChatGPT سفير المملكة العربية السعودية في الولايات المتحدة هو,الأمير,,بن,,incorrect
FC,6673 مُنْتَخَب_noun 1 ChatGPT المنتخب الأرجنتيني لكرة القدم حقق,بطولة,,العالم,,correct
FI,7757 مَبْلَغ_noun 3 GPT4 تم إنشاء مبلغ 100 مليون دولار كجائزة من قبل مؤسسة بيل ومليندا غيتس لتطوير أدوات,فعالة,,عن,,incorrect
FC,2328 قَرار_noun 2 GPT4 اعتمد البرلمان المصري قرار بتعديل,الدستور,,عام,2019.0,correct
FC,6661 شَمْس_noun 1 ChatGPT الشمس هي النجم الذي يتواجد,في,,النظام,,correct
FC,5902 شَجَرَة_noun 1 ChatGPT تعتبر الشجرة من أقدم,الكائنات,,على,,correct
FC,4077 رِئاسَة_noun 2 GPT4 تتميز رئاسة الوزراء في المملكة المتحدة بأنها تشكل قمة السلطة,التنفيذية,,رئيس,,correct
FC,4378 عُمْر_noun 1 GPT4 تأسست مدينة عمر المختار في ليبيا عام 1981 وسميت بهذا الاسم تكريمًا للمجاهد,الليبي,,عمر,,correct
FC,7899 واسِع_adj 1 GPT4 تعتبر الساحل الغربي لأمريكا الشمالية واسعًا حيث يمتد,من,,إلى,,correct
FI,3348 شاء_verb 3 GPT4 شاء الرئيس المصري السادات توقيع اتفاقية السلام مع,إسرائيل,,عام,1979.0,incorrect
FI,5971 غُلام_noun 2 ChatGPT شكل الأرض يتميز بوجود الجزر,والشبه,,والشعاب,,incorrect
FC,9981 شَخْصِيّ_adj 2 ChatGPT الحاسوب الشخصي هو جهاز حاسوب,يستخدمه,,للاستخدام,,correct
FI,3379 خَمْس_noun_num 1 GPT4 توجد خمس دول في العالم تعتبر دول ناطقة,بالعربية,,قارة,,incorrect
FC,4454 مُخْتَلِف_adj 1 ChatGPT يتميز الإنسان,بمختلف,,العقلية,,correct
FC,651 حِين_noun 3 ChatGPT حين يحدث زلزال، يتم قياس,قوته,,مقياس,,correct
FC,3949 لِماذا_adv_interrog 1 GPT4 لماذا يسمى جهاز الكمبيوتر العملاق ENIAC بأنه أول كمبيوتر إلكتروني رقمي؟ لأنه تم بناؤه في عام 1946 ويعتبر,البداية,,الحوسبة,,correct
FI,4697 نَوْع_noun 1 GPT4 في مصر، يوجد نوع من,القرود,,قرد,,incorrect
FC,3473 مُنَظَّمَة_noun 4 ChatGPT منظمة العفو الدولية هي منظمة حقوقية غير,حكومية,,عام,1961.0,correct
FC,4385 ما_pron_rel 3 ChatGPT خطوة الحكومة الأردنية لتحسين الوضع الاقتصادي,تشمل,,الاستثمارات,,correct
FC,3465 خارِج_noun 1 ChatGPT المدارس في العديد من الدول تم إغلاقها بسبب جائحة كوفيد-19، والتعليم يتم الآن عبر,الإنترنت,,الفصول,,correct
FC,8609 طَبِيعِيّ_adj 1 GPT4 تعتبر البراكين ظاهرة طبيعية ناتجة,عن,,الصفائح,,correct
FC,3364 صَباح_noun 1 ChatGPT تعاونت الدول العربية في تأسيس,صندوق,,الاقتصادية,,correct
FI,1021 زال_verb 3 ChatGPT زالت الحرب في سوريا بعد اتفاق الأطراف المتحاربة,على,,إطلاق,,incorrect
FC,6437 حَمْلَة_noun 4 GPT4 تعد حملة صلاح الدين الأيوبي على القدس في عام 1187 ميلادي واحدة,من,,الحملات,,correct
FC,1978 وِزارَة_noun 3 GPT4 أنشئت وزارة الدفاع الجزائرية في سبتمبر 1962 بعد استعادة,الاستقلال,,الاحتلال,,correct
FI,8212 ضابِط_noun 1 ChatGPT فاز الفريق الأحمر بطولة,الدوري,,لكرة,,incorrect
FC,9068 قِسْم_noun 1 GPT4 يعتبر قسم الفنون الجميلة بجامعة الإسكندرية أقدم قسم,من,,في,,correct
FC,4692 نَوْع_noun 1 ChatGPT النوع الأكثر شيوعًا من,الأرانب,,الأرنب,,correct
FC,4190 طَبِيب_noun 1 GPT4 في مصر القديمة كان طبيب العيون يعتبر مهنة مرموقة,ومكانة,,في,,correct
FI,7264 قاعِدَة_noun 2 ChatGPT تم إنشاء قاعدة الأمير سلطان الجوية في المملكة,العربية,,عام,1956.0,incorrect
FC,8752 خَطَأ_noun 1 ChatGPT يعتبر الخطأ الطبي هو أحد أكثر الأخطاء,الخطيرة,,المجال,,correct
FC,4047 حَصَل_verb 1 GPT4 حصل الكيميائي أحمد زويل على جائزة نوبل,في,,عام,1999.0,correct
FC,4064 جِهاز_noun 1 ChatGPT جهاز الطابعة,يستخدم,,المستندات,,correct
FC,3531 بِناء_noun 2 ChatGPT تعتبر بناءات الأهرامات في مصر من أشهر,البناءات,,في,,correct
FC,8206 آخَر_adj 1 GPT4 آخر مرة فاز المنتخب الوطني الجزائري بكأس إفريقيا للأمم,كانت,,عام,2019.0,correct
FI,9357 هائِل_adj 3 GPT4 نشر العالم الإسلامي ابن سينا كتاب القانون في,الطب,,القرون,,incorrect
FC,3095 مُسْتَوَى_noun 1 ChatGPT يتم تحديد مستوى الإنفاق الحكومي,بناءً,,الميزانية,,correct
FC,1403 ذُو_noun 3 ChatGPT المرأة ذات الشعر الأحمر تمتلك جين خاص يسمى MC1R يؤثر,على,,الشعر,,correct
FI,3997 شَكّ_noun 3 GPT4 تُعد أعمال الفنان الهولندي فنسنت فان غوخ من أوائل الرسومات التي,تتضمن,,السلاسل,,incorrect
FC,5007 نَقَل_verb 2 GPT4 نقل المرضى بواسطة سيارات الإسعاف هو جزء مهم من,تقديم,,الطبية,,correct
FI,6522 فَتَى_noun 2 ChatGPT يعتبر فتى البومة من أشهر الشخصيات,الكرتونية,,العالم,,incorrect
FC,5958 سَوْفَ_part_fut 3 GPT4 سوف تكون أولمبياد 2024 في باريس، وتعتبر المدينة الأولى في التاريخ لاستضافة,الألعاب,,ثلاث,,correct
FC,7611 قَدْر_noun 3 ChatGPT يمكن لقدر الضغط العالي الذي يستخدم في المطابخ الحديثة طهي الطعام بشكل,أسرع,,القدور,,correct
FC,4071 رِئاسَة_noun 2 ChatGPT رئاسة الجمهورية في تونس,تتولاها,,قيس,,correct
FC,3841 مُجْتَمَع_noun 2 ChatGPT يعتبر المجتمع العربي من,أكبر,,في,,correct
FC,7889 صَحِيح_adj 1 GPT4 صحيح أن العنصر الكيميائي الأكسجين يمثل حوالي 21%,من,,الجوي,,correct
FC,8627 تَحْدِيد_noun 3 GPT4 يستخدم تحديد المواقع العالمي (GPS) لتحديد مواقع,الأشخاص,,بدقة,,correct
FC,5678 جَرِيمَة_noun 2 GPT4 جريمة الاحتيال تتم عن طريق استغلال ثقة الضحية,للحصول,,مكاسب,,correct
FC,605 مَجْلِس_noun 4 ChatGPT يتم انتخاب أعضاء مجلس النواب في جمهورية مصر,العربية,,خمس,,correct
FI,6573 نَجاح_noun 1 ChatGPT يعتبر النجاح,نتيجة,,الجاد,,incorrect
FC,9527 صِحِّيّ_adj 1 GPT4 تعتبر الحمية الصحية الغنية بالفواكه والخضروات أساسية للحفاظ على,الجسم,,بصحة,,correct
FC,312 رَئِيس_noun 1 ChatGPT يعتبر رئيس الوزراء في المملكة,العربية,,رئيس,,correct
FC,4941 وَحْدَة_noun 4 ChatGPT وحدة القياس,الدولية,,هي,,correct
FI,6997 جَمِيل_adj 1 GPT4 جميل بطيش، مواليد 1993، لاعب كرة قدم فلسطيني,يلعب,,مركز,,incorrect
FC,5558 حُصُول_noun 3 GPT4 حصلت المملكة العربية السعودية على عضوية الأمم,المتحدة,,عام,1945.0,correct
FC,6346 ضَرُورَة_noun 3 GPT4 الضرورة التنفسية هي عملية,حيوية,,الكائنات,,correct
FC,933 طَرِيق_noun 1 ChatGPT تم تشييد طريق الساحل الشمالي في مصر لتسهيل الوصول,إلى,,الساحلية,,correct
FC,9576 مَلْعَب_noun 1 GPT4 ملعب سانتياغو برنابيو هو ملعب ريال مدريد الإسباني,ويتسع,,"81,044",,correct
FC,2026 طِفْل_noun 1 GPT4 طفل يستغرق حوالي 18,شهرا,,السير,,correct
FC,3966 شابّ_noun 1 GPT4 شاب مصري أسمه محمد صلاح يعتبر أحد أفضل لاعبي كرة,القدم,,العالم,,correct
FI,3055 شارِع_noun 1 ChatGPT يقع شارع البحر الأحمر في مدينة جدة السعودية ويضم العديد من,المراكز,,والفنادق,,incorrect
FC,8372 كَأَنَّما_part 3 ChatGPT كأنما الإنسان يستخدم 10% فقط من قدراته العقلية، ولكن,هذا,,غير,,correct
FC,9185 نَشَر_verb 2 ChatGPT تعتبر الكتب,وسيلة,,المعرفة,,correct
FC,5624 تَمَكَّن_verb 2 ChatGPT تمكنت اليابان من تطوير أول روبوت قادر على,الكلام,,مع,,correct
FC,3529 دِفاع_noun 2 GPT4 دفاع النفس هو استخدام القوة الضرورية لحماية النفس أو الآخرين,من,,المباشر,,correct
FI,3727 فَتْح_noun 1 GPT4 فتح محمد علي باشا للسودان كان في الفترة,ما,,1820,,incorrect
FC,910 بَلْ_conj 3 GPT4 يعد النهر الأردن أحد أهم مصادر المياه العذبة في الشرق الأوسط، بل يشكل,الحدود,,إسرائيل,,correct
FI,3440 أَلْقَى_verb 1 GPT4 في موسم الحج عام 2016، ألقى الشيخ عبدالرحمن السديس خطبة,الوداع,,مشعر,,incorrect
FI,8220 ضابِط_noun 1 GPT4 خلال حرب 1973، كان الضابط السوري حافظ الأسد,قائداً,,الجوية,,incorrect
FC,5639 عَرْض_noun 2 GPT4 تم عرض أول فيلم سينمائي عالمي في عام 1895,من,,أخوين,,correct
FC,4179 عَوْدَة_noun 2 GPT4 تعتبر الأهرامات في مصر تحفة معمارية، ويظهر على وجه الهرم الأكبر ما,تبقى,,الطبقة,,correct
FC,2845 طَرَف_noun 4 ChatGPT يتم استخدام طرف الكابلات,الكهربائية,,التيار,,correct
FC,3353 دَفَع_verb 1 ChatGPT يجب دفع الإيجار,في,,كل,,correct
FC,9989 شَخْصِيّ_adj 2 GPT4 كان الشخصي جبران خليل جبران فنانًا وكاتبًا وشاعرًا لبنانيًا,عاش,,الولايات,,correct
FC,1800 مَلِك_noun 1 GPT4 كان الملك رمسيس الثاني أعظم ملك في,العصر,,لمصر,,correct
FC,3726 فَتْح_noun 1 GPT4 فتح الإسلامي لمصر كان على يد عمرو بن العاص في عهد,الخليفة,,بن,,correct
FC,7766 واجَه_verb 2 GPT4 هجمة بربروسة كانت أكبر هجوم عسكري في تاريخ الحروب العالمية الثانية ونفذته,ألمانيا,,الاتحاد,,correct
FI,4435 فَكَّر_verb 1 ChatGPT يعتبر الفكر الثوري من أهم الفروع التي,تدور,,الفكر,,incorrect
FC,8078 واضِح_adj 1 GPT4 يعتبر زيت الزيتون واضحاً ومفيداً للصحة,عند,,في,,correct
FC,9337 حَلّ_noun 1 GPT4 يعتبر حل الكربونات في الماء السبب,الرئيسي,,الكهوف,,correct
FC,7293 ضَيْف_noun 1 ChatGPT نال العالم الأمريكي جيمس واتسون جائزة نوبل,في,,عام,1962.0,correct
FC,8217 ضابِط_noun 1 GPT4 تعتبر الأكاديمية البحرية الملكية بريطانية مكاناً لتدريب ضباط البحرية الملكية منذ,تأسيسها,,العام,1733.0,correct
FC,7954 ضَغْط_noun 1 ChatGPT يتم استخدام سن الحيوانات لتحديد عمرها وتحديد الفترات,الزمنية,,عاشت,,correct
FC,9190 نَشَر_verb 2 GPT4 نشرت الأمم المتحدة التقرير السنوي لسنة,2021,,التنمية,,correct
FI,898 سَبَب_noun 1 GPT4 يمثل تغير المناخ سبباً مهماً لارتفاع,منسوب,,الجوفية,,incorrect
FI,5918 تَناوَل_verb 1 GPT4 يوجد تناول زيت الزيتون في البلدان,المتوسطية,,إيطاليا,,incorrect
FC,3866 بُطُولَة_noun 1 GPT4 بطولة كأس العالم لكرة القدم هي أكبر بطولة رياضية على مستوى العالم,وتنظم,,أربع,,correct
FC,1584 كَما_conj 3 ChatGPT يعتبر البحر الأحمر من أهم الممرات المائية في العالم، كما يعتبر قناة السويس هي الممر المائي,الأكثر,,في,,correct
FC,6592 حَوالَي_noun_quant 2 ChatGPT يبلغ عدد اللاجئين السوريين في لبنان,حوالي,1.5,مليون,,correct
FC,9075 أَهْلِيّ_adj 4 ChatGPT يتم توفير الدعم النفسي والاجتماعي للضحايا في العديد من الدول للمساعدة في التعافي من,الجرائم,,تعرضوا,,correct
FC,2291 عَلاقَة_noun 1 ChatGPT العلاقة بين النوم الجيد,والصحة,,مثبتة,,correct
FI,820 أَمام_noun 1 GPT4 يقع الأهرام الثلاثة الشهيرة أمام قرية,النزهة,,في,,incorrect
FC,4480 تَصْرِيح_noun 3 GPT4 طلب الكاتب المصري نجيب محفوظ جائزة,نوبل,,عام,1988.0,correct
FC,"670 مِثْل_noun 1 GPT4 يُعتبر المثل العربي ""من جد وجد ومن زرع حصد"" تذكيراً بأهمية العمل",الجاد,,لتحقيق,,correct
